TEAM ID,TEAM,PAKE,PAKE RANK,PASE,PASE RANK,GAMES,W,L,WIN%,R64,R32,S16,E8,F4,F2,CHAMP,TOP2,F4%,CHAMP%
1,Abilene Christian,0.7,53,0.7,57,3,1,2,0.333,2,1,0,0,0,0,0,0,0.10%,0.00%
2,Akron,-1,192,-1.3,198,5,0,5,0,5,0,0,0,0,0,0,0,0.50%,0.00%
3,Alabama,0.2,77,-0.5,163,15,9,6,0.6,6,4,3,1,1,0,0,2,53.80%,16.30%
4,Albany,-0.4,156,-0.3,153,3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
6,American,-0.5,166,-0.4,159,3,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
8,Arizona,-2.4,219,-2.8,226,31,19,12,0.613,12,8,8,3,0,0,0,6,88.70%,39.80%
9,Arizona St.,-2,216,-2,215,5,1,4,0.2,4,1,0,0,0,0,0,0,9.40%,1.60%
10,Arkansas,4.3,11,3.5,14,18,11,7,0.611,7,6,3,2,0,0,0,0,17.40%,1.80%
11,Arkansas Pine Bluff,0,83,0,82,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
12,Auburn,-1.5,204,-0.2,143,12,7,5,0.583,5,4,1,1,1,0,0,1,44.80%,10.20%
13,Austin Peay,-0.1,114,-0.1,116,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
14,Baylor,0.2,79,-1.1,191,31,20,11,0.645,12,9,5,3,1,1,1,2,82.50%,33.60%
15,Belmont,-2.4,220,-1.9,212,6,0,6,0,6,0,0,0,0,0,0,0,6.40%,0.50%
16,Binghamton,-0.1,113,-0.1,115,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
17,Boise St.,-1.2,195,-1.5,204,3,0,3,0,3,0,0,0,0,0,0,0,2.00%,0.20%
18,Boston College,-0.4,161,-0.9,178,1,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
19,Boston University,-0.1,104,0,100,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
20,Bradley,0,98,-0.1,107,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
22,Bucknell,-1.2,199,-1.2,197,4,0,4,0,4,0,0,0,0,0,0,0,1.90%,0.10%
23,Buffalo,-0.1,118,0,104,6,2,4,0.333,4,2,0,0,0,0,0,0,1.90%,0.10%
24,Butler,7,4,8.7,3,26,17,9,0.654,9,8,3,2,2,2,0,0,37.30%,5.70%
25,BYU,-4.6,239,-4,235,11,3,8,0.273,8,2,1,0,0,0,0,0,31.60%,5.60%
26,Cal Poly,-0.1,106,0,101,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
27,Cal St. Bakersfield,-0.2,127,-0.1,118,1,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
28,Cal St. Fullerton,-0.3,150,-0.4,157,3,0,3,0,3,0,0,0,0,0,0,0,0.10%,0.00%
29,Cal St. Northridge,-0.1,108,-0.1,112,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
30,California,-1.4,203,-1.7,207,6,2,4,0.333,4,2,0,0,0,0,0,0,8.20%,1.00%
31,Chattanooga,-0.5,168,-0.8,176,3,0,3,0,3,0,0,0,0,0,0,0,0.30%,0.00%
32,Cincinnati,-3.6,234,-3.5,233,15,6,9,0.4,9,5,1,0,0,0,0,1,43.60%,11.60%
33,Clemson,-2.2,218,-1.6,205,12,5,7,0.417,7,2,2,1,0,0,0,0,26.20%,3.50%
34,Cleveland St.,0.4,69,0.6,59,3,1,2,0.333,2,1,0,0,0,0,0,0,1.20%,0.10%
35,Coastal Carolina,-0.1,103,0,99,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
36,Colgate,-1,188,-0.7,175,5,0,5,0,5,0,0,0,0,0,0,0,0.50%,0.00%
37,College of Charleston,-0.8,180,-1,187,3,0,3,0,3,0,0,0,0,0,0,0,0.80%,0.00%
38,Colorado,-1,191,-1.4,200,9,3,6,0.333,6,3,0,0,0,0,0,0,15.90%,2.00%
39,Colorado St.,-0.9,181,-2,213,5,1,4,0.2,4,1,0,0,0,0,0,0,3.30%,0.30%
40,Connecticut,10.8,2,13.3,1,35,29,6,0.829,10,6,5,5,5,4,4,2,86.30%,49.10%
42,Cornell,1.1,38,1.2,35,5,2,3,0.4,3,1,1,0,0,0,0,0,2.00%,0.10%
43,Creighton,0.6,56,1.1,40,20,11,9,0.55,9,7,3,1,0,0,0,0,38.90%,6.90%
44,Davidson,-0.9,182,0.3,76,9,3,6,0.333,6,1,1,1,0,0,0,0,11.20%,2.30%
45,Dayton,2.9,20,1.3,32,12,6,6,0.5,6,4,1,1,0,0,0,0,5.10%,0.10%
46,Delaware,-0.3,149,-0.4,156,2,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
47,Detroit,-0.1,110,-0.1,114,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
48,Drake,-2.8,228,-2.9,228,4,0,4,0,4,0,0,0,0,0,0,0,9.60%,1.00%
49,Drexel,-0.1,100,0,98,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
50,Duke,3.1,19,1.4,30,50,37,13,0.74,15,13,10,7,3,2,2,11,97.80%,62.60%
246,Duquesne,0.6,55,0.3,75,2,1,1,0.5,1,1,0,0,0,0,0,0,0.10%,0.00%
51,East Tennessee St.,-0.4,153,-0.3,152,3,0,3,0,3,0,0,0,0,0,0,0,0.30%,0.00%
52,Eastern Kentucky,-0.2,134,-0.1,120,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
53,Eastern Washington,-0.5,167,-0.4,160,2,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
54,Fairleigh Dickinson,1,40,1,42,3,1,2,0.333,2,1,0,0,0,0,0,0,0.00%,0.00%
55,Florida,3.4,17,5,9,29,19,10,0.655,10,8,5,5,1,0,0,2,76.60%,31.40%
56,Florida Atlantic,2.8,21,2.7,21,6,4,2,0.667,2,1,1,1,1,0,0,0,3.40%,0.40%
57,Florida Gulf Coast,1.5,30,1.7,27,5,2,3,0.4,3,1,1,0,0,0,0,0,0.20%,0.00%
58,Florida St.,1.3,34,1.2,34,19,11,8,0.579,8,6,4,1,0,0,0,0,34.10%,4.60%
59,Fresno St.,-0.4,159,-0.2,139,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
60,Furman,0.7,54,0.8,54,2,1,1,0.5,1,1,0,0,0,0,0,0,0.20%,0.00%
61,Gardner Webb,0,94,0,93,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
62,George Mason,-0.2,130,-0.2,131,3,1,2,0.333,2,1,0,0,0,0,0,0,2.40%,0.30%
63,George Washington,-0.6,171,-0.6,171,1,0,1,0,1,0,0,0,0,0,0,0,1.20%,0.10%
64,Georgetown,-6.2,241,-8.4,242,10,3,7,0.3,7,3,0,0,0,0,0,2,38.70%,7.30%
65,Georgia,-1.2,197,-1.4,201,3,0,3,0,3,0,0,0,0,0,0,0,1.60%,0.00%
66,Georgia St.,0.3,73,0.6,60,5,1,4,0.2,4,1,0,0,0,0,0,0,0.20%,0.00%
67,Georgia Tech,-0.4,163,-0.2,141,3,1,2,0.333,2,1,0,0,0,0,0,0,4.90%,0.50%
68,Gonzaga,3.4,16,4.5,11,50,34,16,0.68,16,15,10,5,2,2,0,6,97.40%,68.70%
247,Grambling St.,0,90,0,89,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
69,Grand Canyon,0.3,75,0.2,78,4,1,3,0.25,3,1,0,0,0,0,0,0,0.70%,0.00%
70,Green Bay,-0.2,129,-0.2,130,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
71,Hampton,-0.1,115,0,103,3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
72,Hartford,0,95,0,94,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
73,Harvard,0.2,78,0.6,61,6,2,4,0.333,4,2,0,0,0,0,0,0,3.70%,0.20%
74,Hawaii,0.4,67,0.8,55,2,1,1,0.5,1,1,0,0,0,0,0,0,0.60%,0.00%
75,Holy Cross,0,89,0,88,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
76,Houston,-1.6,208,0.8,56,21,14,7,0.667,7,6,5,2,1,0,0,3,89.60%,47.80%
77,Howard,-0.1,99,0,97,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
78,Illinois,-2.2,217,-3,229,14,7,7,0.5,7,5,1,1,0,0,0,1,43.70%,9.80%
79,Indiana,-1.6,207,-2.4,219,14,7,7,0.5,7,4,3,0,0,0,0,1,49.20%,12.60%
80,Indiana St.,-0.2,131,-0.2,132,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
81,Iona,-1,190,-1,189,7,0,7,0,7,0,0,0,0,0,0,0,0.60%,0.00%
82,Iowa,-3.1,230,-2.6,222,10,4,6,0.4,6,4,0,0,0,0,0,1,33.00%,7.20%
83,Iowa St.,-2.5,223,-1.8,211,21,11,10,0.524,10,7,4,0,0,0,0,1,51.60%,10.80%
84,Jacksonville St.,-0.2,138,-0.2,135,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
85,James Madison,0.5,57,0.5,62,3,1,2,0.333,2,1,0,0,0,0,0,0,0.20%,0.00%
86,Kansas,3.9,14,-2.5,220,55,41,14,0.745,16,16,9,7,4,3,2,12,98.80%,73.30%
87,Kansas St.,1.4,32,0.3,74,22,12,10,0.545,10,6,3,3,0,0,0,1,42.70%,8.10%
88,Kennesaw St.,-0.2,139,-0.2,136,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
89,Kent St.,-1.2,196,-1,190,3,0,3,0,3,0,0,0,0,0,0,0,1.10%,0.00%
90,Kentucky,5.3,8,6.6,6,44,32,12,0.727,13,10,8,7,4,2,1,6,96.90%,63.80%
91,La Salle,1.5,28,1.8,26,3,2,1,0.667,1,1,1,0,0,0,0,0,0.80%,0.00%
92,Lafayette,0,88,0,87,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
94,Lehigh,0.5,63,0.9,47,3,1,2,0.333,2,1,0,0,0,0,0,0,0.60%,0.00%
95,Liberty,0.3,71,0.2,77,3,1,2,0.333,2,1,0,0,0,0,0,0,0.30%,0.00%
96,Lipscomb,-0.1,101,-0.1,108,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
97,Little Rock,0.5,62,0.5,64,2,1,1,0.5,1,1,0,0,0,0,0,0,0.90%,0.10%
98,LIU Brooklyn,-0.3,145,-0.1,121,2,0,2,0,2,0,0,0,0,0,0,0,0.10%,0.00%
99,Long Beach St.,-0.6,174,-0.6,172,2,0,2,0,2,0,0,0,0,0,0,0,1.60%,0.20%
100,Longwood,-0.1,117,-0.2,125,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
101,Louisiana Lafayette,-0.4,155,-0.4,158,2,0,2,0,2,0,0,0,0,0,0,0,0.30%,0.00%
102,Louisville,1.8,27,3.5,16,31,22,9,0.71,10,7,6,5,2,1,1,3,89.90%,48.70%
103,Loyola Chicago,3.4,15,4,13,9,6,3,0.667,3,2,2,1,1,0,0,0,9.50%,1.20%
104,Loyola MD,-0.1,107,-0.1,111,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
105,LSU,-0.8,179,-0.9,181,9,4,5,0.444,5,3,1,0,0,0,0,0,16.10%,1.60%
106,Manhattan,-0.2,135,-0.3,146,1,0,1,0,1,0,0,0,0,0,0,0,0.40%,0.00%
107,Marquette,-1.6,209,-2.5,221,23,12,11,0.522,11,7,4,1,0,0,0,2,51.40%,9.50%
108,Marshall,0.7,48,0.8,51,2,1,1,0.5,1,1,0,0,0,0,0,0,0.10%,0.00%
109,Maryland,0.4,68,-0.3,144,16,8,8,0.5,8,7,1,0,0,0,0,0,20.90%,2.80%
110,Massachusetts,-0.4,158,-1.1,192,1,0,1,0,1,0,0,0,0,0,0,0,0.50%,0.00%
248,McNeese St.,-0.2,140,-0.5,165,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
111,Memphis,-1,187,0.1,81,18,10,8,0.556,8,5,2,1,1,1,0,2,72.70%,32.50%
112,Mercer,0.8,46,0.8,50,2,1,1,0.5,1,1,0,0,0,0,0,0,0.10%,0.00%
113,Miami FL,4.1,12,3.4,17,19,12,7,0.632,7,5,4,2,1,0,0,1,31.10%,4.90%
114,Michigan,7,5,7.6,5,35,24,11,0.686,11,9,7,4,2,2,0,3,75.90%,26.50%
115,Michigan St.,8,3,9.6,2,47,32,15,0.681,15,13,9,5,4,1,0,4,86.70%,34.20%
116,Middle Tennessee,1.1,39,1.4,31,4,2,2,0.5,2,2,0,0,0,0,0,0,1.60%,0.10%
117,Milwaukee,-0.1,116,-0.1,117,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
118,Minnesota,-1.5,205,-1.7,208,7,2,5,0.286,5,2,0,0,0,0,0,0,9.30%,0.90%
119,Mississippi,-0.6,173,-0.9,180,4,1,3,0.25,3,1,0,0,0,0,0,0,3.00%,0.20%
120,Mississippi St.,-1.8,213,-1.8,210,5,1,4,0.2,4,1,0,0,0,0,0,0,7.60%,0.40%
121,Mississippi Valley St.,0,87,0,86,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
122,Missouri,-2.9,229,-3.3,231,13,5,8,0.385,8,3,1,1,0,0,0,1,35.30%,7.30%
123,Montana,-1,186,-0.9,183,5,0,5,0,5,0,0,0,0,0,0,0,0.60%,0.00%
124,Montana St.,-0.4,152,-0.3,151,2,0,2,0,2,0,0,0,0,0,0,0,0.20%,0.00%
125,Morehead St.,0.4,66,0.4,70,5,1,4,0.2,4,1,0,0,0,0,0,0,0.10%,0.00%
126,Morgan St.,-0.2,133,-0.2,133,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
127,Mount St. Mary's,-0.1,121,0,106,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
128,Murray St.,0.7,51,0.8,52,9,4,5,0.444,5,4,0,0,0,0,0,0,6.40%,0.30%
129,Nebraska,-1.3,202,-1.4,202,2,0,2,0,2,0,0,0,0,0,0,0,3.20%,0.30%
130,Nevada,-0.5,165,-0.9,179,6,2,4,0.333,4,1,1,0,0,0,0,0,5.40%,0.30%
131,New Mexico,-3.5,232,-4.4,237,7,2,5,0.286,5,2,0,0,0,0,0,0,19.50%,1.90%
132,New Mexico St.,-1.9,214,-2,214,10,1,9,0.1,9,1,0,0,0,0,0,0,2.50%,0.00%
134,Norfolk St.,0.8,44,0.9,44,4,1,3,0.25,3,1,0,0,0,0,0,0,0.00%,0.00%
135,North Carolina,11.7,1,8.5,4,53,41,12,0.774,14,13,10,7,5,4,2,9,96.70%,55.60%
136,North Carolina A&T,0,84,0,83,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
137,North Carolina Central,-0.3,144,-0.2,137,1,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
138,North Carolina St.,3.2,18,3.5,15,15,8,7,0.533,7,3,3,1,1,0,0,0,10.10%,0.60%
139,North Dakota,-0.1,102,-0.1,109,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
140,North Dakota St.,0.1,82,0.2,79,5,1,4,0.2,4,1,0,0,0,0,0,0,1.00%,0.00%
142,North Texas,0.5,59,0.6,58,3,1,2,0.333,2,1,0,0,0,0,0,0,0.20%,0.00%
143,Northeastern,-0.3,142,-0.4,155,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
144,Northern Colorado,-0.1,109,-0.1,113,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
145,Northern Iowa,0.5,60,1.1,41,8,4,4,0.5,4,3,1,0,0,0,0,0,13.10%,1.60%
146,Northern Kentucky,-0.2,124,-0.3,145,3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
147,Northwestern,0.9,41,0.8,49,6,3,3,0.5,3,3,0,0,0,0,0,0,3.70%,0.40%
148,Northwestern St.,-0.1,111,-0.2,124,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
149,Notre Dame,-0.2,123,-1,185,19,10,9,0.526,9,6,2,2,0,0,0,1,38.00%,6.50%
150,Oakland,0.3,74,0.4,72,4,1,3,0.25,3,1,0,0,0,0,0,0,0.60%,0.00%
151,Ohio,2.7,22,3.3,18,7,4,3,0.571,3,3,1,0,0,0,0,0,2.00%,0.10%
152,Ohio St.,-4.1,237,-2.7,225,26,15,11,0.577,11,8,4,2,1,0,0,5,85.90%,43.70%
153,Oklahoma,1.4,33,0.8,48,21,12,9,0.571,9,6,3,2,1,0,0,2,46.30%,9.10%
154,Oklahoma St.,-4.1,236,-4.2,236,9,2,7,0.222,7,2,0,0,0,0,0,0,19.30%,2.70%
155,Old Dominion,-0.6,169,-0.4,161,4,1,3,0.25,3,1,0,0,0,0,0,0,4.40%,0.40%
156,Oral Roberts,1.2,36,1.1,37,5,2,3,0.4,3,1,1,0,0,0,0,0,0.50%,0.00%
157,Oregon,5.5,7,6.1,7,25,16,9,0.64,9,8,5,2,1,0,0,1,43.60%,8.30%
158,Oregon St.,1.9,26,1.6,28,5,3,2,0.6,2,1,1,1,0,0,0,0,2.30%,0.10%
159,Pacific,-0.2,132,-0.1,119,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
160,Penn,-0.1,119,0,105,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
161,Penn St.,-0.4,162,-0.2,140,3,1,2,0.333,2,1,0,0,0,0,0,0,3.80%,0.30%
162,Pittsburgh,-3.5,233,-4.6,239,16,8,8,0.5,8,6,1,1,0,0,0,2,63.30%,20.10%
163,Portland St.,-0.3,146,-0.3,149,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
165,Princeton,1.1,37,1.1,38,5,2,3,0.4,3,1,1,0,0,0,0,0,0.70%,0.00%
166,Providence,-1.3,200,-2.1,216,9,3,6,0.333,6,2,1,0,0,0,0,0,9.40%,0.70%
167,Purdue,-2.6,224,-2.7,224,35,21,14,0.6,14,10,7,2,1,1,0,3,85.70%,32.30%
168,Radford,0,96,0,95,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
169,Rhode Island,0.7,49,0.4,69,4,2,2,0.5,2,2,0,0,0,0,0,0,2.20%,0.10%
170,Richmond,1.2,35,1.1,36,6,3,3,0.5,3,2,1,0,0,0,0,0,4.40%,0.30%
171,Robert Morris,-0.2,126,-0.2,128,3,0,3,0,3,0,0,0,0,0,0,0,0.00%,0.00%
172,Rutgers,0.3,72,0.4,71,2,1,1,0.5,1,1,0,0,0,0,0,0,1.60%,0.10%
173,Saint Joseph's,-0.9,184,-1,188,4,1,3,0.25,3,1,0,0,0,0,0,0,5.40%,0.30%
174,Saint Louis,-0.2,141,-0.6,168,7,3,4,0.429,4,3,0,0,0,0,0,0,11.00%,1.70%
175,Saint Mary's,-4.1,238,-2.8,227,14,5,9,0.357,9,4,1,0,0,0,0,0,33.00%,5.90%
176,Saint Peter's,2.6,23,2.6,23,6,3,3,0.5,3,1,1,1,0,0,0,0,0.20%,0.00%
177,Sam Houston St.,-0.2,128,-0.2,129,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
249,Samford,-0.3,148,-0.3,150,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
178,San Diego,0.7,52,0.8,53,2,1,1,0.5,1,1,0,0,0,0,0,0,0.10%,0.00%
179,San Diego St.,0.8,45,1.1,39,24,13,11,0.542,11,6,4,1,1,1,0,1,47.30%,10.40%
180,San Francisco,-1,189,-0.6,173,1,0,1,0,1,0,0,0,0,0,0,0,3.30%,0.30%
181,Seton Hall,-2.4,221,-2.7,223,6,1,5,0.167,5,1,0,0,0,0,0,0,9.90%,1.10%
182,Siena,0.5,61,0.9,46,5,2,3,0.4,3,2,0,0,0,0,0,0,1.80%,0.00%
183,SMU,-2.6,226,-2.1,218,2,0,2,0,2,0,0,0,0,0,0,0,13.60%,2.50%
184,South Alabama,-0.4,157,-0.6,169,1,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
185,South Carolina,2.2,24,2.1,24,6,4,2,0.667,2,1,1,1,1,0,0,0,5.60%,0.60%
186,South Dakota St.,-1.7,211,-1.8,209,7,0,7,0,7,0,0,0,0,0,0,0,2.10%,0.00%
187,South Florida,0.1,81,0.5,68,2,1,1,0.5,1,1,0,0,0,0,0,0,3.50%,0.30%
189,Southern,-0.1,112,0,102,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
190,Southern Miss,-0.4,160,-0.6,170,1,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
191,St. Bonaventure,-1.6,210,-1.4,203,3,0,3,0,3,0,0,0,0,0,0,0,3.00%,0.20%
192,St. John's,-1.3,201,-1.7,206,2,0,2,0,2,0,0,0,0,0,0,0,3.40%,0.20%
193,Stanford,1.5,29,1.6,29,6,4,2,0.667,2,2,2,0,0,0,0,0,10.70%,1.50%
194,Stephen F. Austin,0.1,80,0.5,67,7,2,5,0.286,5,2,0,0,0,0,0,0,4.60%,0.30%
250,Stetson,0,92,0,91,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
195,Stony Brook,-0.2,136,-0.3,147,1,0,1,0,1,0,0,0,0,0,0,0,0.20%,0.00%
196,Syracuse,5.6,6,4.7,10,31,21,10,0.677,10,9,7,3,2,0,0,2,69.80%,20.80%
197,TCU,-1.6,206,-1.3,199,6,2,4,0.333,4,2,0,0,0,0,0,0,8.80%,0.80%
198,Temple,-2.6,227,-3.6,234,9,2,7,0.222,7,2,0,0,0,0,0,0,13.50%,1.40%
199,Tennessee,-2,215,-0.3,154,27,16,11,0.593,11,8,6,2,0,0,0,3,75.10%,23.90%
200,Texas,-5.6,240,-4.5,238,24,11,13,0.458,13,7,2,2,0,0,0,2,65.80%,17.10%
201,Texas A&M,0.4,65,0.5,66,16,8,8,0.5,8,6,2,0,0,0,0,0,30.80%,4.10%
202,Texas A&M Corpus Chris,0,97,0,96,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
203,Texas Southern,-0.1,120,-0.2,126,5,0,5,0,5,0,0,0,0,0,0,0,0.00%,0.00%
204,Texas Tech,0.9,42,2.7,22,17,11,6,0.647,6,4,3,2,1,1,0,0,55.50%,19.50%
205,Troy,-0.1,105,-0.1,110,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
206,Tulsa,-0.3,143,-0.3,148,1,0,1,0,1,0,0,0,0,0,0,0,0.30%,0.00%
207,UAB,0.3,70,-0.2,123,4,1,3,0.25,3,1,0,0,0,0,0,0,0.50%,0.00%
208,UC Davis,0,93,0,92,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
209,UC Irvine,0.5,58,0.5,63,3,1,2,0.333,2,1,0,0,0,0,0,0,0.20%,0.00%
210,UC Santa Barbara,-0.9,183,-0.9,182,4,0,4,0,4,0,0,0,0,0,0,0,0.30%,0.00%
211,UCF,0.2,76,0.4,73,2,1,1,0.5,1,1,0,0,0,0,0,0,2.40%,0.10%
212,UCLA,4.5,10,5.1,8,30,20,10,0.667,10,9,7,2,2,0,0,2,74.90%,26.30%
213,UMBC,0.9,43,0.9,43,3,1,2,0.333,2,1,0,0,0,0,0,0,0.00%,0.00%
214,UNC Asheville,-0.3,151,-0.2,138,4,0,4,0,4,0,0,0,0,0,0,0,0.10%,0.00%
215,UNC Greensboro,-0.4,154,-0.5,166,2,0,2,0,2,0,0,0,0,0,0,0,0.20%,0.00%
216,UNC Wilmington,-0.7,176,-0.8,177,2,0,2,0,2,0,0,0,0,0,0,0,1.00%,0.00%
217,UNLV,-2.5,222,-3.3,230,6,1,5,0.167,5,1,0,0,0,0,0,0,7.80%,0.70%
218,USC,-1.1,193,-0.6,174,12,5,7,0.417,7,3,1,1,0,0,0,0,20.90%,3.90%
219,UT Arlington,0,86,0,85,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
220,Utah,-0.8,178,-1.1,194,6,3,3,0.5,3,2,1,0,0,0,0,0,19.50%,2.90%
221,Utah St.,-3.9,235,-3.4,232,8,1,7,0.125,7,1,0,0,0,0,0,0,12.80%,1.50%
222,UTEP,-0.6,170,-0.5,167,1,0,1,0,1,0,0,0,0,0,0,0,2.20%,0.20%
223,UTSA,0,85,0,84,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
224,Valparaiso,-0.9,185,-0.4,162,2,0,2,0,2,0,0,0,0,0,0,0,0.70%,0.00%
225,Vanderbilt,-3.4,231,-5,240,6,1,5,0.167,5,1,0,0,0,0,0,0,12.50%,1.80%
226,VCU,-0.4,164,-1.1,193,18,7,11,0.389,11,4,1,1,1,0,0,0,21.80%,2.50%
227,Vermont,-1.8,212,-1.1,195,7,0,7,0,7,0,0,0,0,0,0,0,1.60%,0.00%
228,Villanova,4.8,9,4,12,40,29,11,0.725,13,11,6,4,4,2,2,7,92.90%,55.10%
229,Virginia,-6.7,242,-7.4,241,21,13,8,0.619,9,5,3,2,1,1,1,5,92.80%,51.90%
230,Virginia Tech,-2.6,225,-2.1,217,7,2,5,0.286,5,1,1,0,0,0,0,0,19.20%,2.50%
251,Wagner,0,91,0,90,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
231,Wake Forest,-0.6,172,-1.2,196,3,1,2,0.333,2,1,0,0,0,0,0,0,5.20%,0.40%
232,Washington,0.7,50,1.3,33,9,5,4,0.556,4,4,1,0,0,0,0,0,16.20%,2.70%
233,Washington St.,0.4,64,0.5,65,5,3,2,0.6,2,2,1,0,0,0,0,0,12.90%,1.60%
234,Weber St.,-0.3,147,-0.1,122,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
235,West Virginia,-1.1,194,-0.2,142,25,14,11,0.56,11,7,5,1,1,0,0,1,64.20%,17.60%
236,Western Kentucky,1.9,25,1.9,25,8,3,5,0.375,5,2,1,0,0,0,0,0,1.80%,0.10%
237,Western Michigan,-0.2,137,-0.2,134,1,0,1,0,1,0,0,0,0,0,0,0,0.10%,0.00%
238,Wichita St.,-0.8,177,0.2,80,16,9,7,0.562,7,5,2,1,1,0,0,1,47.60%,13.50%
239,Winthrop,-0.7,175,-1,186,3,0,3,0,3,0,0,0,0,0,0,0,0.20%,0.00%
240,Wisconsin,1.5,31,2.8,19,37,23,14,0.622,14,11,7,2,2,1,0,2,81.90%,31.20%
241,Wofford,-1.2,198,-0.9,184,6,1,5,0.167,5,1,0,0,0,0,0,0,3.60%,0.20%
242,Wright St.,-0.2,122,-0.2,127,2,0,2,0,2,0,0,0,0,0,0,0,0.00%,0.00%
243,Wyoming,-0.2,125,-0.5,164,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0.00%
244,Xavier,4.1,13,2.7,20,28,18,10,0.643,10,9,7,2,0,0,0,2,51.90%,8.70%
245,Yale,0.8,47,0.9,45,6,2,4,0.333,4,2,0,0,0,0,0,0,3.10%,0.20%